ticker,name,as_of,fiscal_year,sector,roe,roe_3y_avg,opm,debt_ratio,is_financial,is_holding,per,pbr,ev_ebitda,fcf_yield,sector_per_median,sector_pbr_median,net_income_y1,net_income_y2,audit_opinion,verified,source,is_etf,is_spac,is_managed,is_halted,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200,dividend_yield,payout_ratio,buyback_3y,verified_sh,source_sh,is_held,sector_group,sector_source,governance_red,gate_pass,gate_fail_reason
402340,SK스퀘어,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,27.46,8.74,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1212000.0,159933563832000.0,755798,916027176000.0,2165714299491.85,1970000.0,135200.0,1.8153,87.0,,,,,,,False,financial,krx_official,False,True,
005935,삼성전자우,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,172000.0,138007846916000.0,4446893,764865596000.0,944115900529.35,235000.0,50500.0,0.6699,60.92,,,,,,,False,electronics,krx_official,False,True,
009150,삼성전기,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,212.95,15.76,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1277000.0,95383849792000.0,610491,779597007000.0,1976464201787.55,2270000.0,134500.0,3.8008,80.18,,,,,,,False,electronics,krx_official,False,True,
005380,현대차,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,14.16,1.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,425000.0,87022050550000.0,714483,303655275000.0,541239890527.45,750000.0,206500.0,0.1612,64.34,,,,,,,False,auto,krx_official,False,True,
032830,삼성생명,2026-07-17,2026,보험,10.0,10.0,,80.0,False,False,33.14,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,331000.0,66200000000000.0,361459,119642929000.0,209476728282.65,497000.0,119700.0,1.0752,60.04,,,,,,,False,insurance,krx_official,False,True,
373220,LG에너지솔루션,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,,4.19,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,334000.0,78156000000000.0,314975,105201650000.0,159578402812.5,514000.0,305000.0,-0.0799,60.47,,,,,,,False,electronics,krx_official,False,True,
028260,삼성물산,2026-07-17,2026,유통,10.0,10.0,,80.0,False,False,30.53,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,346000.0,56109983026000.0,652157,225646322000.0,352302459594.8,535000.0,159000.0,0.2886,67.45,,,,,,,False,distribution,krx_official,False,True,
329180,HD현대중공업,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,37.45,6.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,484000.0,50801232900000.0,278722,134901448000.0,186968226588.9,745000.0,377500.0,-0.2053,57.45,,,,,,,False,auto,krx_official,False,True,
034020,두산에너빌리티,2026-07-17,2026,기계·장비,10.0,10.0,,80.0,False,False,675.76,7.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,69700.0,44647111876200.0,2541779,177161996300.0,263010540410.0,136400.0,57400.0,-0.1722,66.63,,,,,,,False,industrials,krx_official,False,True,
207940,삼성바이오로직스,2026-07-17,2026,제약,10.0,10.0,,80.0,False,False,47.81,7.9,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1396000.0,64622167596000.0,29974,41843704000.0,80646373771.05,1965000.0,1243000.0,-0.2567,37.5,,,,,,,False,healthcare,krx_official,False,True,
034730,SK,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,24.31,1.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,580000.0,42051567740000.0,171338,99376040000.0,273616836183.75,858000.0,178900.0,1.0423,66.59,,,,,,,False,financial,krx_official,False,True,
105560,KB금융,2026-07-17,2026,은행/금융지주,10.0,10.0,,80.0,False,False,9.97,0.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,181100.0,64233948627400.0,1299467,235333473700.0,283399948598.55,186200.0,106000.0,0.4305,40.53,,,,,,,False,financial,manual,False,True,
012450,한화에어로스페이스,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,37.61,5.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,943000.0,48624287143000.0,142859,134716037000.0,244773100905.25,1537000.0,805000.0,-0.2232,60.14,,,,,,,False,auto,krx_official,False,True,
000270,기아,2026-07-17,2026,자동차,10.0,10.0,,80.0,False,False,7.09,0.87,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,149700.0,58444825800600.0,967288,144803013600.0,168434452432.05,206000.0,97800.0,0.1239,52.7,,,,,,,False,auto,manual,False,True,
012330,현대모비스,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,12.48,0.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,482000.0,43733105006000.0,270493,130377626000.0,223587641537.5,768000.0,283500.0,0.2065,65.99,,,,,,,False,auto,krx_official,False,True,
055550,신한지주,2026-07-17,2026,은행/금융지주,10.0,10.0,,80.0,False,False,9.96,0.8,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,107900.0,51215205551900.0,1463864,157950925600.0,154792493775.0,109200.0,64000.0,0.3869,37.99,,,,,,,False,financial,manual,False,True,
006400,삼성SDI,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,,1.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,434500.0,35014412785000.0,484964,210716858000.0,271977326350.0,712000.0,170100.0,0.6243,68.92,,,,,,,False,electronics,krx_official,False,True,
010120,LS ELECTRIC,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,120.53,16.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,190000.0,28500000000000.0,664593,126272670000.0,259044899805.0,318500.0,51900.0,0.9958,78.65,,,,,,,False,electronics,krx_official,False,True,
267260,HD현대일렉트릭,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,46.62,16.84,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,797000.0,28729566595000.0,155320,123790040000.0,168244527776.5,1420000.0,437000.0,-0.0601,62.11,,,,,,,False,electronics,krx_official,False,True,
068270,셀트리온,2026-07-17,2026,제약,10.0,10.0,,80.0,False,False,36.08,2.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,175800.0,40882941514800.0,498638,87660560400.0,113394551735.0,236861.0,159400.0,-0.1501,40.95,,,,,,,False,healthcare,krx_official,False,True,
298040,효성중공업,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,64.77,14.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,2789000.0,26006164372000.0,52017,145075413000.0,191929172426.5,4601000.0,903000.0,0.4796,68.85,,,,,,,False,electronics,krx_official,False,True,
066570,LG전자,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,37.9,1.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,179000.0,29156350202000.0,1389002,248631358000.0,372534867622.5,392500.0,72200.0,1.009,84.71,,,,,,,False,electronics,krx_official,False,True,
042660,한화오션,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,26.08,5.19,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,86700.0,26566041259800.0,2769110,240081837000.0,237213607337.5,149900.0,73900.0,-0.3549,70.54,,,,,,,False,auto,krx_official,False,True,
086790,하나금융지주,2026-07-17,2026,은행/금융지주,10.0,10.0,,80.0,False,False,8.28,0.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,136800.0,37533507926400.0,1109404,151766467200.0,117935290570.3,136800.0,81200.0,0.4726,40.35,,,,,,,False,financial,manual,False,True,
035420,NAVER,2026-07-17,2026,IT 서비스,10.0,10.0,,80.0,False,False,15.57,1.1,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,190000.0,29819405980000.0,737459,140117210000.0,218185411317.5,287000.0,183200.0,-0.252,51.98,,,,,,,False,it_services,krx_official,False,True,
000810,삼성화재,2026-07-17,2026,보험,10.0,10.0,,80.0,False,False,13.61,1.29,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,701000.0,31297878573000.0,145348,101888948000.0,91689646706.6,730000.0,417500.0,0.4915,58.87,,,,,,,False,insurance,krx_official,False,True,
009540,HD한국조선해양,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,11.89,1.94,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,354000.0,25053683064000.0,250109,88538586000.0,83228563324.9,479500.0,315000.0,-0.2081,52.18,,,,,,,False,financial,krx_official,False,True,
000150,두산,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,361.94,17.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1202000.0,19464989670000.0,43531,52324262000.0,129109159100.0,2203000.0,508000.0,0.6091,82.82,,,,,,,False,electronics,krx_official,False,True,
042700,한미반도체,2026-07-17,2026,기계·장비,10.0,10.0,,80.0,False,False,114.36,35.45,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,242500.0,23113208500000.0,1466330,355585025000.0,305072534592.5,409500.0,81500.0,0.3755,96.52,,,,,,,False,industrials,krx_official,False,True,
005490,POSCO홀딩스,2026-07-17,2026,금속,10.0,10.0,,80.0,False,False,37.02,0.44,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,311500.0,24683735660500.0,287682,89612943000.0,119096995225.0,535000.0,263000.0,0.0247,49.77,,,,,,,False,materials_metal,krx_official,False,True,
006800,미래에셋증권,2026-07-17,2026,증권,10.0,10.0,,80.0,False,False,15.8,1.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,40050.0,22410653544000.0,1385242,55478942100.0,118276637013.75,83800.0,17713.0,0.4843,81.98,,,,,,,False,financial_brokerage,krx_official,False,True,
011070,LG이노텍,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,68.72,4.07,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,668000.0,15809627476000.0,186849,124815132000.0,310266579800.0,1530000.0,148000.0,1.5545,81.0,,,,,,,False,electronics,krx_official,False,True,
015760,한국전력,2026-07-17,2026,전력/유틸리티,10.0,10.0,,80.0,False,False,2.72,0.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,34050.0,21858876821850.0,1847121,62894470050.0,76577494595.0,67900.0,33900.0,-0.3107,54.81,,,,,,,False,utilities,manual,False,True,
010130,고려아연,2026-07-17,2026,금속,10.0,10.0,,80.0,False,False,25.47,2.02,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1029000.0,21478285101000.0,12960,13335840000.0,21669407000.0,2115000.0,759000.0,-0.0989,74.49,,,,,,,False,materials_metal,krx_official,False,True,
010140,삼성중공업,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,38.03,5.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,22300.0,19624000000000.0,3737922,83355660600.0,103350857320.0,34400.0,16210.0,-0.2216,56.78,,,,,,,False,auto,krx_official,False,True,
316140,우리금융지주,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,7.27,0.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,31500.0,22934824983000.0,1990997,62716405500.0,68919432548.75,40800.0,23450.0,0.1538,36.46,,,,,,,False,financial,krx_official,False,True,
051910,LG화학,2026-07-17,2026,화학,10.0,10.0,,80.0,False,False,,0.69,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,260500.0,18389305351500.0,180510,47022855000.0,71403888725.0,429500.0,251500.0,-0.1664,61.32,,,,,,,False,materials,krx_official,False,True,
064350,현대로템,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,27.44,6.86,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,159000.0,17353624587000.0,534692,85016028000.0,103001875143.85,269000.0,159000.0,-0.274,65.5,,,,,,,False,auto,krx_official,False,True,
017670,SK텔레콤,2026-07-17,2026,통신,10.0,10.0,,80.0,False,False,49.26,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,89700.0,19266667754100.0,1366866,122607880200.0,90617144732.5,125200.0,52100.0,0.6925,45.73,,,,,,,False,telecom,krx_official,False,True,
196170,알테오젠,2026-07-17,2026,일반서비스,10.0,10.0,,80.0,False,False,125.52,40.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,276500.0,14816623839500.0,312416,86383024000.0,180311943587.5,559000.0,276500.0,-0.4589,67.21,,,,,,,False,services,krx_official,False,True,
079550,LIG디펜스앤에어로스페이스,2026-07-17,2026,금속,10.0,10.0,,80.0,False,False,69.72,12.36,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,749000.0,16478000000000.0,130322,97611178000.0,123860962700.0,1020000.0,364500.0,0.3819,85.43,,,,,,,False,materials_metal,krx_official,False,True,
138040,메리츠금융지주,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,8.11,1.71,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,118300.0,19797182395900.0,253679,30010225700.0,34545694765.0,146200.0,100600.0,0.1655,37.15,,,,,,,False,financial,krx_official,False,True,
033780,KT&G,2026-07-17,2026,음식료·담배,10.0,10.0,,80.0,False,False,16.89,1.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,179900.0,18675501034400.0,272181,48965361900.0,48782438310.05,189000.0,129100.0,0.2651,31.61,,,,,,,False,consumer_staples,krx_official,False,True,
011200,HMM,2026-07-17,2026,운송·창고,10.0,10.0,,80.0,False,False,9.53,0.66,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,20050.0,18911921298500.0,1405959,28189477950.0,26537005664.5,25950.0,18310.0,0.0025,39.48,,,,,,,False,transport,krx_official,False,True,
267250,HD현대,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,15.49,1.47,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,204500.0,16154085882500.0,119194,24375173000.0,38560175540.0,310500.0,123200.0,-0.0024,57.33,,,,,,,False,financial,krx_official,False,True,
096770,SK이노베이션,2026-07-17,2026,화학,10.0,10.0,,80.0,False,False,,0.73,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,121400.0,20523008463200.0,1851929,224824180600.0,64215196320.0,149800.0,89500.0,0.2177,56.02,,,,,,,False,materials,krx_official,False,True,
024110,기업은행,2026-07-17,2026,은행,10.0,10.0,,80.0,False,False,6.36,0.44,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,21600.0,17224398770400.0,1222545,26406972000.0,25470776782.5,28550.0,18650.0,0.0588,31.1,,,,,,,False,financial_bank,krx_official,False,True,
003670,포스코퓨처엠,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,3390.2,3.78,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,147600.0,13128462072000.0,304206,44900805600.0,55372795810.0,296000.0,123200.0,-0.1609,70.09,,,,,,,False,electronics,krx_official,False,True,
272210,한화시스템,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,63.49,3.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,65500.0,12374219979500.0,451856,29596568000.0,55454021965.0,162700.0,45350.0,-0.1482,89.5,,,,,,,False,electronics,krx_official,False,True,
003550,LG,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,20.63,0.53,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,98800.0,14937769995200.0,244041,24111250800.0,46172294205.0,165800.0,71300.0,0.2304,60.02,,,,,,,False,financial,krx_official,False,True,
307950,현대오토에버,2026-07-17,2026,IT 서비스,10.0,10.0,,80.0,False,False,82.66,8.17,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,393000.0,10777624926000.0,75118,29521374000.0,51166265687.5,938000.0,148600.0,-0.1665,97.23,,,,,,,False,it_services,krx_official,False,True,
035720,카카오,2026-07-17,2026,IT 서비스,10.0,10.0,,80.0,False,False,30.64,1.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,35900.0,15903020413000.0,2666493,95727098700.0,65295634945.0,67700.0,33150.0,-0.3832,48.3,,,,,,,False,it_services,krx_official,False,True,
247540,에코프로비엠,2026-07-17,2026,전기·전자,10.0,10.0,,80.0,False,False,374.44,8.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,112400.0,10996140781600.0,290976,32705702400.0,88944165690.0,246000.0,100300.0,-0.2079,75.8,,,,,,,False,electronics,krx_official,False,True,
018260,삼성에스디에스,2026-07-17,2026,IT 서비스,10.0,10.0,,80.0,False,False,19.51,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,199300.0,15421395540000.0,235615,46958069500.0,75597736575.0,362000.0,145900.0,0.154,68.72,,,,,,,False,it_services,krx_official,False,True,
086520,에코프로,2026-07-17,2026,금융,10.0,10.0,,80.0,False,False,,7.07,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,80000.0,10862092160000.0,772824,61825920000.0,135606221197.5,185000.0,44800.0,-0.0909,91.24,,,,,,,False,other,krx_official,False,True,
086280,현대글로비스,2026-07-17,2026,운송·창고,10.0,10.0,,80.0,False,False,8.08,1.35,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,188600.0,14145000000000.0,144018,27161794800.0,47250009035.0,290500.0,135200.0,-0.1673,56.5,,,,,,,False,transport,krx_official,False,True,
047810,한국항공우주,2026-07-17,2026,운송장비·부품,10.0,10.0,,80.0,False,False,73.62,7.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,149200.0,14543285964400.0,335809,50102702800.0,67563832402.5,202000.0,85400.0,-0.004,60.54,,,,,,,False,auto,krx_official,False,True,
278470,에이피알,2026-07-17,2026,화학,10.0,10.0,,80.0,False,False,45.78,29.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,393000.0,14713194915000.0,184615,72553695000.0,107168033565.0,459000.0,149500.0,0.7199,62.61,,,,,,,False,materials,krx_official,False,True,
000720,현대건설,2026-07-17,2026,건설,10.0,10.0,,80.0,False,False,34.68,1.57,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,99000.0,11024220735000.0,380664,37685736000.0,76458664152.5,188700.0,54400.0,0.3061,79.22,,,,,,,False,construction,krx_official,False,True,
030200,KT,2026-07-17,2026,통신/인프라,10.0,10.0,,80.0,False,False,7.36,0.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,52400.0,13205936294000.0,230794,12093605600.0,20744752408.3,68900.0,48250.0,0.0077,32.26,,,,,,,False,defensive_telecom,manual,False,True,
071050,한국금융지주,2026-07-17,2026,증권/금융지주,10.0,10.0,,80.0,False,False,6.01,1.01,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,229000.0,12761252168000.0,171302,39228158000.0,61407889405.0,292500.0,125300.0,0.3431,64.89,,,,,,,False,financial,manual,False,True,
006260,LS,2026-07-17,2026,기타금융,10.0,10.0,,80.0,False,False,36.5,2.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,288000.0,8985600000000.0,149766,43132608000.0,67217169175.0,553000.0,150800.0,0.4187,70.15,,,,,,,False,financial,krx_official,False,True,
010950,S-Oil,2026-07-17,2026,화학,10.0,10.0,,80.0,False,False,66.82,1.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,144900.0,16313246560800.0,513882,74461501800.0,57409346130.0,144900.0,57800.0,0.725,60.27,,,,,,,False,materials,krx_official,False,True,
005940,NH투자증권,2026-07-17,2026,증권/금융지주,10.0,10.0,,80.0,False,False,9.98,1.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,31000.0,11445389255000.0,437936,13576016000.0,24566531298.75,39200.0,18660.0,0.4868,56.89,,,,,,,False,financial,manual,False,True,
259960,크래프톤,2026-07-17,2026,IT 서비스,10.0,10.0,,80.0,False,False,13.46,1.4,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,240500.0,11096148836500.0,90822,21842691000.0,29306525905.0,363500.0,204000.0,0.0457,42.25,,,,,,,False,it_services,krx_official,False,True,
016360,삼성증권,2026-07-17,2026,증권/금융지주,10.0,10.0,,80.0,False,False,9.58,1.2,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,107700.0,9617610000000.0,295251,31798532700.0,59247443245.0,149500.0,66900.0,0.4005,61.06,,,,,,,False,financial,manual,False,True,
277810,레인보우로보틱스,2026-07-17,2026,기계·장비,10.0,10.0,,80.0,False,False,6890.41,72.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,397000.0,7701743626000.0,47182,18731254000.0,42997691987.5,880000.0,253500.0,-0.1079,83.58,,,,,,,False,industrials,krx_official,False,True,
0126Z0,삼성에피스홀딩스,2026-07-17,2026,금융업,10.0,10.0,,80.0,False,False,,1.64,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,396000.0,9853687404000.0,32924,13037904000.0,26940526962.5,743000.0,335500.0,-0.4244,85.86,,,,,,,False,holding_company,name_infer,False,True,
323410,카카오뱅크,2026-07-17,2026,은행,10.0,10.0,,80.0,False,False,20.09,1.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,23000.0,10973770051000.0,807081,18562863000.0,22502478739.0,32000.0,19750.0,0.0648,41.0,,,,,,,False,financial_bank,krx_official,False,True,
003490,대한항공,2026-07-17,2026,항공/운송,10.0,10.0,,80.0,False,False,12.14,0.87,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,26500.0,9757847516500.0,2445402,64803153000.0,92263694096.25,30000.0,21000.0,0.1991,44.5,,,,,,,False,industrial_transport,manual,False,True,
443060,HD현대마린솔루션,2026-07-17,2026,일반서비스,10.0,10.0,,80.0,False,False,34.01,11.12,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,201000.0,9011525460000.0,113085,22730085000.0,35127829092.3,280500.0,159100.0,0.0458,59.09,,,,,,,False,services,krx_official,False,True,
039490,키움증권,2026-07-17,2026,증권/금융지주,10.0,10.0,,80.0,False,False,7.24,1.27,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,322000.0,8445517752000.0,61839,19912158000.0,39812362737.5,495500.0,195800.0,0.0222,68.84,,,,,,,False,financial,manual,False,True,
028050,삼성E&A,2026-07-17,2026,일반서비스,10.0,10.0,,80.0,False,False,14.24,1.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,40850.0,8006600000000.0,909762,37163777700.0,106889075382.5,64400.0,23250.0,0.6606,62.58,,,,,,,False,services,krx_official,False,True,
047050,포스코인터내셔널,2026-07-17,2026,유통,10.0,10.0,,80.0,False,False,13.96,1.28,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,50900.0,8954469909200.0,477870,24323583000.0,25235073982.5,87300.0,45650.0,0.0452,54.3,,,,,,,False,distribution,krx_official,False,True,
352820,하이브,2026-07-17,2026,오락·문화,10.0,10.0,,80.0,False,False,,2.55,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,208500.0,8986818916500.0,155840,32492640000.0,62867235259.25,404500.0,177800.0,-0.3701,49.05,,,,,,,False,media,krx_official,False,True,
